//NPC 위치 정보																					
//																					
//최초 작성:2005년 7월 9일 																					
//최종 작성	2010-11-24 17:12																				
//Version	1.0.2.3																				
//최종 작성자: 김준호	남준(쉬나이더위치변경)																				
		//0없음 1상점 2은행 3방생성 4제조 5경비 6워프 7 길드관리 8 길드전																			
		//9하급악세서리제조 10하급특수아이템제조 11상급악세서리제조 12상급특수아이템제조 13스톤제작 14퀘스트 15이벤트 16 미션랭킹관리자 17 개인상점리스트 18포인트랭킹 관리자 19냄비 20뱃지맨 21산타 22수정기둥 23워프2																			
//트링겔 NPC													//이동형NPC가이동할 위치 좌표								
//World.txt참조	//Field.txt 참조		//몬스터NPC 스크립트 참조	//0 회전 1 비회전					//NPC가 바라보는 방향의 위치			//0 정지형 1이동형 2랜덤형									
//MapCode	//MAP번호	NPC_TYPE	NPCID	회전 타입	표시타입	위치X좌표	위치Y좌표	위치Z좌표	바라볼위치X	바라볼위치Y	바라볼위치Z	//이동성향	이동할위치X	이동할위치Y	이동할위치Z	//랜덤으로돌아다닐때이동반경(m로체크)	직업텍스트	NPC아이콘인덱스	유닛번호		
MapCode	FieldID	NpcType	MonsterCode	RotateType	DisplayType	NPCPos_X	NPCPos_Y	NPCPos_Z	NPCDir_X	NPCDir_Y	NPCDir_Z	MoveType	MovePos_X	MovePos_Y	MovePos_Z	Range	JobStrID	NPCIconID	UnitID	FieldEnd	
10001	10001	3	62001	0	3	-53.1	30.5	-22.26	-53.1	26.92	-23.09	0	0	0	0	0	160001	45	0		//유베트(배틀존개설)
10001	10001	1	62002	0	3	-13.9	69.83	-24.53	-15.44	69.08	-24.55	0	0	0	0	0	160002	32	0		//이멜다(발키리상점)
10001	10001	2	62003	0	3	-1.72	47.96	-23.29	-3.86	44.85	-23.29	0	0	0	0	0	160005	46	0		//비요른(창고)
10001	10001	1	62004	0	3	-12.3	61.12	-24.76	-14.82	59.65	-24.69	0	0	0	0	0	160002	30	0		//노멀(버서커상점)
10001	10001	1	62005	0	3	-62.17	75.86	-25.19	-61.35	73.85	-25.25	0	0	0	0	0	160002	31	0		//파브카(드래곤나이트상점)
10001	10001	1	62006	0	3	-83.87	62.61	-26.08	-81.62	61	-25.85	0	0	0	0	0	160002	33	0		//워터레인(엘리멘탈리스트상점)
10001	10001	1	62007	0	3	-78.07	2.52	-24.1	-77.47	4.06	-25.06	0	0	0	0	0	160002	37	0		//드웨인(잡화상점)
//10001	10001	4	//62008	0	3							0	0	0	0	0	160003	35	0		//그리말디(조합)
10001	10001	5	62009	0	1	-77.94	-94.41	-24.09	-71.8	-93.86	-24.09	2	0	0	0	7	0	43	0		//티볼트(마을경비랜덤이동)
10001	10001	5	62011	0	1	-71.21	-104.76	-21.06	-71.34	-101.61	-21.99	0	0	0	0	0	0	43	0		//맬콤(마을경비)
10001	10001	5	62012	0	1	-82.87	-103.36	-21.06	-83.48	-99.62	-22.15	0	0	0	0	0	0	43	0		//맬콤(마을경비)
10001	10001	5	62013	0	1	33.74	-88.49	-14.85	29.11	-87.94	-14.95	1	3.19	-92.9	-19.63	0	0	43	0		//맬콤(마을경비이동형)
10001	10001	5	62014	0	1	33.74	-85.21	-14.75	26.86	-84.79	-15.1	1	3.24	-87.42	-20.09	0	0	43	0		//맬콤(마을경비이동형)
10001	10001	5	62015	0	1	30.44	2.49	-13.03	27.98	2.3	-13.44	0	0	0	0	0	0	43	0		//맬콤(마을경비)
10001	10001	5	62016	0	1	30.45	-13.1	-12.89	27.9	-13.2	-13.05	0	0	0	0	0	0	43	0		//맬콤(마을경비)
10001	10001	5	62017	0	1	-19.93	-13.03	-24.14	-23.98	-11.59	-24.13	0	0	0	0	0	0	43	0		//맬콤(마을경비_게시판옆)
10001	10001	5	62018	0	1	-59.23	47	-24.58	-59.14	51.52	-24.84	0	0	0	0	0	0	43	0		//맬콤(마을경비)
10001	10001	5	62019	0	1	7.55	115.59	-16.04	6.01	113.23	-16.05	0	0	0	0	0	0	43	0		//맬콤(마을경비)
10001	10001	3	62020	0	3	-103.52	-32.05	-26.21	-95.95	-31.3	-27.46	0	0	0	0	0	160001	45	0		//로렌(배틀존개설)
10001	10001	3	62021	0	3	23.48	-13.01	-12.37	19.78	-13.04	-12.99	0	0	0	0	0	160001	45	0		//세이나(배틀존개설)
10001	10001	1	62022	0	3	37.08	28.35	-11.85	33.19	27.57	-12.1	0	0	0	0	0	160002	37	0		//라만(잡화상점)
10001	10001	1	62023	0	3	25.72	51.79	-10.96	20.65	52.06	-10.65	0	0	0	0	0	160002	31	0		//드레이언(드래곤나이트상점)
10001	10001	1	62024	0	3	27.24	78.93	-11.17	24.71	78.3	-11.42	0	0	0	0	0	160002	33	0		//미노(엘리멘탈리스트상점)
10001	10001	1	62025	0	3	-125.83	16.7	-32.62	-121.65	14.93	-32.83	0	0	0	0	0	160002	32	0		//클레이(발키리상점)
10001	10001	1	62026	0	3	-116.61	31.56	-33.4	-119.66	29.82	-33.34	0	0	0	0	0	160002	30	0		//하르테(버서커상점)
//10001	10001	6	62027	0	3							0	0	0	0	0	160006	44	0		//네케르(마을이동)
10001	10001	7	62028	0	3	38.39	-1.59	-12.5	32.26	-1.73	-12.82	0	0	0	0	0	0	40	0		//아리스(길드관리인)
//10001	10001	0	63261	0	0	-6.06	113.03	-25.43	-10.06	112.66	-25.19	2	0	0	0	10	0	2	0		//토끼1(트링겔)
//10001	10001	0	63262	0	0	-3.84	106.7	-24.77	-4.31	102.16	-24.36	2	0	0	0	10	0	2	0		//토끼2(트링겔)
//10001	10001	0	63263	0	0	32.26	32.91	-11.99	33.33	29.52	-12.02	2	0	0	0	10	0	2	0		//토끼3(트링겔)
//10001	10001	0	63264	0	0	37.96	24.7	-11.83	35.5	26.95	-11.95	2	0	0	0	10	0	2	0		//토끼4(트링겔)
//10001	10001	0	63265	0	0	-102.76	-45.9	-26.69	-99.85	-49.46	-25.89	2	0	0	0	15	0	2	0		//닭1(트링겔)
//10001	10001	0	63266	0	0	-103.58	-41.78	-26.68	-103	-39	-26.75	2	0	0	0	15	0	2	0		//닭2(트링겔)
//10001	10001	0	63267	0	0	-124.51	17.7	-32.75	-122.77	17.88	-32.84	2	0	0	0	15	0	2	0		//닭3(트링겔)
10001	10001	0	63268	0	0	-123.64	22.95	-32.88	-123.45	26.27	-32.96	2	0	0	0	15	0	2	0		//닭4(트링겔)
//10001	10001	0	63269	0	0	50.23	21.83	-10.28	44.93	19.93	-11.58	2	0	0	0	15	0	2	0		//산양(트링겔)
10001	10001	3	62177	0	3	54.48	-94.63	-10.97	51.46	-92.73	-11.67	0	0	0	0	0	160001	45	0		//벨리타(방생성)
10001	10001	4	62029	0	3	-125.65	60.75	-33.3	-122.01	59.19	-33.42	0	0	0	0	0	160003	35	0		//이스로게(제조)
10001	10001	4	62030	0	3	-114.93	72.72	-33.16	-113.48	69.53	-33.41	0	0	0	0	0	160004	36	0		//케르텐(특수아이템제조)
10001	10001	14	63810	0	3	-44.43	26.35	-24.68	-43.84	25.41	-24.73	0	0	0	0	0	0	47	0		//경비대장본헤를링(퀘스트)
10001	10001	14	63812	0	3	79.89	-104.31	-10	77.89	-103.16	-10	0	0	0	0	0	0	47	0		//알론카터(도서관지기)(퀘스트)
//10001	10001	15	63901	0	3	-47.1	36.07	-22.26	-41.5	37.7	-24.69	0	0	0	0	0	0	41	0		//연금술사아인(이벤트)
10001	10001	14	63814	0	3	27.81	99.99	-11.9	27.12	96.31	-12.02	0	0	0	0	0	0	41	0		//란트하츠(원로원트링겔지부)
10001	10001	14	63817	0	3	-14.53	-24.77	-23.54	-15.32	-25.38	-23.53	0	0	0	0	0	0	41	0		//로젠펠트(파견 마법사)
10001	10001	14	63813	0	3	22.78	4.98	-14.19	19.99	4.12	-14.59	0	0	0	0	0	0	41	0		//발첸(용병 길드원)
10001	10001	5	62040	0	1	-59.25	116.77	-33.91	-59.32	115.2	33.82	0	0	0	0	0	0	43	0		//트링겔경비병
10001	10001	5	62041	0	1	-63.32	117.34	-34.06	-63.48	116.44	-34.01	0	0	0	0	0	0	43	0		//트링겔경비병
10001	10001	5	62042	0	1	-37.4	101.9	-25.8	-37.39	95.46	-25.81	0	0	0	0	0	0	43	0		//트링겔경비병(게시판옆)
10001	10001	16	62044	0	3	-124.67	-97.82	-21.45	-121.72	-97.59	-21.78	0	0	0	0	0	0	41	0		//말론(미션랭킹관리자)
10001	10001	17	62045	1	3	-19.82	-11.42	-24.25	-25.16	-11.21	-24.08	0	0	0	0	0	0	37	0		//개인상점리스트(트링겔)
//10001	10001	18	62046	0	3	-127.2	-88.49	-21.56	-122.93	-88.42	-21.69	0	0	0	0	0	0	41	0		//데커드(포인트랭킹관리자)
//10001	10001	8	62048	0	3	38.07	-8.96	-12.5	33.31	-8.98	-12.5	0	0	0	0	0	0	40	0		//길드전 관리자(길드전 관리자)
10001	10001	2	62110	0	3	-9.95	-105.34	-18.86	-10.22	-102.37	-19.67	0	0	0	0	0	160005	46	0		//랄프(트링겔추가창고)
10001	10001	1	62111	0	3	-1.93	-104.63	-18.86	-2.68	-101.63	-39.63	0	0	0	0	0	160002	37	0		//슈토르(트링겔추가잡화)
10001	10001	17	62112	1	3	-32.96	101.29	-25.79	-33.43	92.96	-25.51	0	0	0	0	0	0	37	0		//개인상점게시판(트링겔추가)
10001	10001	1	62050	0	3	-92.42	41.42	-24.3	-90.74	41.48	-24.7	0	0	0	0	0	160002	34	0		//고다드(섀도우상점)
10001	10001	1	62117	0	3	-130.1	42.05	-33.42	-126.61	42.04	-33.42	0	0	0	0	0	160002	34	0		//도허티(섀도우상점)
10001	10001	1	65423	0	3	4.84	34.7	-23.14	-4.08	24.65	-23.11	0	0	0	0	0	0	47	0		//비밀요원미셸(랜덤)_비밀상점_트링겔
//에텔레인NPC위치																					
10003	10003	1	62051	0	3	127.07	83.13	78.84	132.03	84.46	78.84	0	0	0	0	0	160002	30	0		//니힐(버서커상인)
10003	10003	1	62052	0	3	197.56	433.62	39.57	198.52	429.34	39.57	0	0	0	0	0	160002	30	0		//오터(버서커상인)
10003	10003	1	62053	0	3	435.3	713.55	31.66	434.7	710.88	31.66	0	0	0	0	0	160002	30	0		//클라우드(버서커상인)
10003	10003	1	62054	0	3	544.35	77.68	79.01	542.45	78.69	79.01	0	0	0	0	0	160002	31	0		//나훔(드래곤상인)
10003	10003	1	62055	0	3	449.69	362.27	39.57	450.02	358.48	39.57	0	0	0	0	0	160002	31	0		//오비스(드래곤상인)
10003	10003	1	62056	0	3	271.48	744.79	31.66	271.18	740.13	31.66	0	0	0	0	0	160002	31	0		//세페르(드래곤상인)
10003	10003	1	62057	0	3	169.16	66.11	78.84	172.26	67.57	78.84	0	0	0	0	0	160002	32	0		//라비나(발키리상인)
10003	10003	1	62058	0	3	223.37	364.33	39.57	225.01	361.34	39.57	0	0	0	0	0	160002	32	0		//안나(발키리상인)
10003	10003	1	62059	0	3	408.42	750.01	32.03	408.69	745.75	32.03	0	0	0	0	0	160002	32	0		//아샤(발키리상인)
10003	10003	1	62060	0	3	582.43	97.51	78.84	580.15	98.44	78.84	0	0	0	0	0	160002	33	0		//베스티아(엘리상인)
