//옵션 파라미터 (무기) 정리				"아이템종류 :  0: 무기 1: 방어구 2: 반지 3: 목걸이, 4: 버서커 특수액세서리, 5:드래곤 특수액세서리 6: 쉐도우 특수액세서리"																									
//최초작성자 : 김태현					"7: 발키리 특수액세서리, 8: 엘리멘탈리스트 특수액세서리"																								
//최종작성자 : 이정환				수치타입: 1 : +   2: %																									
//날짜 : 	2008-12-01 17:55			랭크 값 : 0~3 값 적용 9 : 값적용 없음																									
//Version	1.0.0.4			// 주의사항 : 새로 추가되는 속성은 아래쪽에추가할것																									
// 순서가 바뀌거나추가되면 프로그램 팀에 상의!!!!																													
																													
																				//증가비율수치									
//	아이템종류	코드	옵션명	이름 코드	수치타입	랭크D	랭크C	랭크B	랭크A-	랭크A	랭크A+	랭크S-	랭크S	랭크S+		//			//옵션가치의기준치(숫자낮을수록가치가높음)										//가중치적용값
	kind	code	name	ncode	type	rank_1	rank_2	rank_3	rank_4	rank_5	rank_6	rank_7	rank_8	rank_9	FieldEnd		//	rank_D	rank_C	rank_B	rank_A1	rank_A2	rank_A3	rank_S1	rank_S2	rank_S3	FieldEnd		
//양손도끼																													
	1	1	전체공격속도추가	11224	1	0 	3 	0 	3 	0 	4 	0 	5 	0 		//	15 		0.25	0	2	0	4	0	8	0	12	0	2
	1	2	전체공격성공율추가율	11218	1	0 	3 	0 	3 	0 	4 	0 	5 	0 		//	15 		0.25	0	2	0	4	0	8	0	12	0	2
	1	3	마법속성공격력(불)추가	11210	1	3 	0 	4 	0 	6 	0 	10 	0 	18 		//	41 		1	1	0	2	0	4	0	8	0	16	2
	1	4	마법속성공격력(물)추가	11207	1	3 	0 	4 	0 	6 	0 	10 	0 	18 		//	41 		1	1	0	2	0	4	0	8	0	16	2
	1	5	마법속성공격력(대지)추가	11209	1	3 	0 	4 	0 	6 	0 	10 	0 	18 		//	41 		1	1	0	2	0	4	0	8	0	16	2
	1	6	마법속성공격력(바람)추가	11208	1	3 	0 	4 	0 	6 	0 	10 	0 	18 		//	41 		1	1	0	2	0	4	0	8	0	16	2
	1	7	마법속성공격력(암흑)추가	11211	1	3 	0 	4 	0 	6 	0 	10 	0 	18 		//	41 		1	1	0	2	0	4	0	8	0	16	2
	1	8	공격대상물리방어력감소	11252	5	0 	10 	0 	14 	0 	22 	0 	30 	0 		//	76 		2	0	2	0	4	0	8	0	12	0	6
	1	9	공격대상마법속성저항(불)감소	11253	5	0 	10 	0 	14 	0 	22 	0 	30 	0 		//	76 		2	0	2	0	4	0	8	0	12	0	6
	1	10	공격대상마법속성저항(물)감소	11254	5	0 	10 	0 	14 	0 	22 	0 	30 	0 		//	76 		2	0	2	0	4	0	8	0	12	0	6
	1	11	공격대상마법속성저항(대지)감소	11255	5	0 	10 	0 	14 	0 	22 	0 	30 	0 		//	76 		2	0	2	0	4	0	8	0	12	0	6
	1	12	공격대상마법속성저항(바람)감소	11256	5	0 	10 	0 	14 	0 	22 	0 	30 	0 		//	76 		2	0	2	0	4	0	8	0	12	0	6
	1	13	공격대상마법속성저항(암흑)감소	11257	5	0 	10 	0 	14 	0 	22 	0 	30 	0 		//	76 		2	0	2	0	4	0	8	0	12	0	6
	1	14	이동속도추가	11258	1	0 	4 	0 	5 	0 	7 	0 	9 	0 		//	25 		0.5	0	2	0	4	0	8	0	12	0	3
	1	15	전체블럭율추가율	11219	1	0 	0 	0 	0 	0 	0 	0 	0 	0 		//	0 		0.5		//특히조심								
	1	16	마법속성저항(불)추가	11204	1	0 	0 	0 	0 	0 	0 	0 	0 	0 		//	0 		3										
	1	17	마법속성저항(물)추가	11201	1	0 	0 	0 	0 	0 	0 	0 	0 	0 		//	0 		3										
	1	18	마법속성저항(대지)추가	11203	1	0 	0 	0 	0 	0 	0 	0 	0 	0 		//	0 		3										
