//레어아이템드롭테이블					//물약계열0.15		레어아이템드롭은 10 % 의 확률로 드롭할지를 판단															
//최초작성자:김태현					//기타0.012		드롭된다고 했을 때 레벨구간에 속해 있는 아이템 중에 100% 드롭한다.															
//최종수정자:김태현					//		따라서 실제로 드롭되는 확률은 0.162* 레어아이템드롭확률 이 된다.															
//version0.0.0.1					//몬스터등급		1: 일반 2: 정예 3:대장 4:중보스 5:보스															
//날짜:	2006-1-18-1								1	0.985	0.97	0.955	0.94	0.925	0.91	0.895	0.88	0.865				
//	//**주의레벨구간타입은 0~31까지만 사용							//	파티원1	파티원2	파티원3	파티원4	파티원5	파티원6	파티원7	파티원8	파티원9	파티원10				
//	레벨구간타입	몬스터등급	index값	아이템명칭	드롭아이템코드	드롭수량	몬스터드롭최소레벨	몬스터드롭최대레벨	일반드롭수량										기준값	우선체크여부		
//	LevelType	b_monster_type	index_no	item_name	item_code	item_num	min_lv	max_lv	d_drop_amount1	d_drop_amount2	d_drop_amount3	d_drop_amount4	d_drop_amount5	d_drop_amount6	d_drop_amount7	d_drop_amount8	d_drop_amount9	d_drop_amount10	d_drop_standart	chk_prior		
	0	1	0	물약	4001	1	1	10	0	0	0	0	0	0	0	0	0	0	1000000	0		
	0	1	1	라이트레드쟈드	4101	1	1	10	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.04
	0	1	2	라이트옐로쟈드	4103	1	1	10	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.04
	0	1	3	라이트블루쟈드	4105	1	1	10	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.04
	0	1	4	라이트인디고쟈드	4106	1	1	10	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.04
	0	1	5	라이트그레이쟈드	4110	1	1	10	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.04
	0	1	6	필미스톤	4201	1	1	10	10416	10259	10103	9947	9791	9634	9478	9322	9166	9009	1000000	1	//	0.10416
	0	1	7	프로텍션크리스탈	4701	1	1	10	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.04166
	0	1	8	샤이닝크리스탈	4702	1	1	10	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.04166
//									0												//	0.30416
	1	1	0	물약	4001	1	11	20	0	0	0	0	0	0	0	0	0	0	1000000	0		
	1	1	1	라이트레드쟈드	4101	1	11	20	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.04
	1	1	2	라이트옐로쟈드	4103	1	11	20	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.04
	1	1	3	라이트블루쟈드	4105	1	11	20	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.04
	1	1	4	라이트인디고쟈드	4106	1	11	20	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.04
	1	1	5	라이트그레이쟈드	4110	1	11	20	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.04
	1	1	6	필미스톤	4201	1	11	20	10416	10259	10103	9947	9791	9634	9478	9322	9166	9009	1000000	1	//	0.10416
	1	1	7	프로텍션크리스탈	4701	1	11	20	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.04166
	1	1	8	샤이닝크리스탈	4702	1	11	20	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.04166
//									0												//	0.30416
	2	1	0	물약	4002	1	21	40	0	0	0	0	0	0	0	0	0	0	1000000	0		
	2	1	1	라이트레드쟈드	4101	1	21	40	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	2	1	2	라이트옐로쟈드	4103	1	21	40	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	2	1	3	라이트블루쟈드	4105	1	21	40	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	2	1	4	라이트인디고쟈드	4106	1	21	40	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	2	1	5	라이트그레이쟈드	4110	1	21	40	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	2	1	6	필미스톤	4201	1	21	40	5832	5744	5657	5569	5482	5394	5307	5219	5132	5044	1000000	1	//	0.001003104
	2	1	7	오버미스톤	4202	1	21	40	5832	5744	5657	5569	5482	5394	5307	5219	5132	5044	1000000	1	//	0.001003104
	2	1	8	패킹포톤	4301	1	21	40	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	2	1	9	트렌스포톤	4302	1	21	40	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	2	1	10	링에거트	4401	1	21	40	2000	1970	1940	1910	1880	1850	1820	1790	1760	1730	1000000	1	//	0.000344
	2	1	11	네크리스에거트	4402	1	21	40	2000	1970	1940	1910	1880	1850	1820	1790	1760	1730	1000000	1	//	0.000344
	2	1	12	프로텍션크리스탈	4701	1	21	40	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.000716552
	2	1	13	샤이닝크리스탈	4702	1	21	40	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.000716552
//									0												//	0.008943312
	3	1	0	물약	4002	1	41	60	0	0	0	0	0	0	0	0	0	0	1000000	0		
	3	1	1	라이트레드쟈드	4101	1	41	60	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	3	1	2	라이트옐로쟈드	4103	1	41	60	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	3	1	3	라이트블루쟈드	4105	1	41	60	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	3	1	4	라이트인디고쟈드	4106	1	41	60	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	3	1	5	라이트그레이쟈드	4110	1	41	60	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	3	1	6	필미스톤	4201	1	41	60	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.000716552
	3	1	7	오버미스톤	4202	1	41	60	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.000716552
	3	1	8	스트렝스미스톤	4203	1	41	60	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.000716552
	3	1	9	패킹포톤	4301	1	41	60	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	3	1	10	트렌스포톤	4302	1	41	60	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	3	1	11	링에거트	4401	1	41	60	2000	1970	1940	1910	1880	1850	1820	1790	1760	1730	1000000	1	//	0.000344
	3	1	12	네크리스에거트	4402	1	41	60	2000	1970	1940	1910	1880	1850	1820	1790	1760	1730	1000000	1	//	0.000344
	3	1	13	프로텍션크리스탈	4701	1	41	60	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.000716552
	3	1	14	샤이닝크리스탈	4702	1	41	60	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.000716552
//									0												//	0.00908676
	4	1	0	물약	4003	1	61	80	0	0	0	0	0	0	0	0	0	0	1000000	0		
	4	1	1	라이트레드쟈드	4101	1	61	80	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	4	1	2	라이트옐로쟈드	4103	1	61	80	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	4	1	3	라이트블루쟈드	4105	1	61	80	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	4	1	4	라이트인디고쟈드	4106	1	61	80	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	4	1	5	라이트그레이쟈드	4110	1	61	80	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	4	1	6	필미스톤	4201	1	61	80	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.000716552
	4	1	7	오버미스톤	4202	1	61	80	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.000716552
	4	1	8	스트렝스미스톤	4203	1	61	80	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.000716552
	4	1	9	패킹포톤	4301	1	61	80	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	4	1	10	트렌스포톤	4302	1	61	80	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	4	1	11	링에거트	4401	1	61	80	2000	1970	1940	1910	1880	1850	1820	1790	1760	1730	1000000	1	//	0.000344
	4	1	12	네크리스에거트	4402	1	61	80	2000	1970	1940	1910	1880	1850	1820	1790	1760	1730	1000000	1	//	0.000344
	4	1	13	프로텍션크리스탈	4701	1	61	80	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.000716552
	4	1	14	샤이닝크리스탈	4702	1	61	80	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.000716552
	4	1	16	다크레드쟈드	4111	1	61	80	400	394	388	382	376	370	364	358	352	346	1000000	1	//	0.0000688
	4	1	17	다크옐로쟈드	4113	1	61	80	400	394	388	382	376	370	364	358	352	346	1000000	1	//	0.0000688
	4	1	18	다크블루쟈드	4115	1	61	80	400	394	388	382	376	370	364	358	352	346	1000000	1	//	0.0000688
	4	1	19	다크인디고쟈드	4116	1	61	80	400	394	388	382	376	370	364	358	352	346	1000000	1	//	0.0000688
	4	1	20	다크그레이쟈드	4120	1	61	80	400	394	388	382	376	370	364	358	352	346	1000000	1	//	0.0000688
//									0													
	5	1	0	물약	4003	1	81	100	0	0	0	0	0	0	0	0	0	0	1000000	0		
	5	1	1	라이트레드쟈드	4101	1	81	100	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	5	1	2	라이트옐로쟈드	4103	1	81	100	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	5	1	3	라이트블루쟈드	4105	1	81	100	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	5	1	4	라이트인디고쟈드	4106	1	81	100	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	5	1	5	라이트그레이쟈드	4110	1	81	100	4000	3940	3880	3820	3760	3700	3640	3580	3520	3460	1000000	1	//	0.000688
	5	1	6	필미스톤	4201	1	81	100	4166	4103	4041	3978	3916	3853	3791	3728	3666	3603	1000000	1	//	0.000716552
